""ID"",""pca1"",""pca2"",""pca3"",""pca4"",""pca5"",""pca6"",""pca7"",""pca8"",""si1"",""si2"",""si3"",""si4"",""si5"",""si6"",""gef1"",""gef2"",""gef3"",""pefi1"",""pefi2"",""pefi3"",""pefi4"",""lgm1"",""lgm2"",""lgm3"",""eag1"",""eag2"",""eag3"",""eag4"",""eag5"",""eag6"",""eag7"",""eag8"",""vis1"",""vis2"",""vis3"",""gno1"",""gno2"",""gno3"",""gno4"",""vote1"",""vote2"",""soch1"",""soch2"",""soch3"",""soch4"",""ipol1"",""ipol2"",""ipol3"",""ipol4"",""coid"",""por1"",""sex"",""reli"",""school"",""age""
233,3,1,1,1,1,1,1,1,3,4,3,3,2,2,3,2,4,4,3,3,4,4,4,5,1,2,1,1,3,3,3,1,5,1,1,3,4,3,5,3,3,5,1,2,5,2,2,3,5,4,4,2,9,2,1
238,4,4,3,4,2,1,1,1,4,4,3,3,3,3,4,4,4,5,3,4,5,5,4,3,2,4,1,3,5,4,4,3,5,4,1,3,1,3,4,3,2,4,2,2,4,6,6,6,6,4,5,2,10,1,4
239,3,3,2,1,1,1,1,1,4,3,3,3,2,2,2,2,4,3,3,3,3,5,4,4,2,3,2,2,5,4,3,1,5,1,1,3,2,3,4,2,2,4,1,1,4,4,4,6,4,4,7,2,1,3,5
243,5,3,1,1,1,1,1,1,3,1,1,3,5,5,5,1,3,5,1,3,3,5,5,3,3,4,3,1,4,4,4,4,5,1,1,5,5,5,5,3,3,5,1,1,5,4,4,1,4,2,5,1,10,2,1
244,4,3,3,4,4,3,3,3,4,4,5,3,3,4,5,5,5,5,5,4,5,5,4,4,3,5,1,4,3,4,5,3,2,5,5,3,3,5,5,3,3,5,2,2,4,3,3,6,5,3,7,1,10,1,2
245,1,2,1,1,1,1,1,1,2,2,2,1,2,2,4,4,4,3,2,3,2,3,3,4,2,3,2,1,5,3,3,1,2,1,1,2,2,4,4,2,2,4,2,2,4,3,2,6,3,4,7,1,10,2,1
250,3,2,2,3,1,1,1,1,4,4,4,3,3,3,4,4,5,4,3,3,4,5,4,4,2,4,2,2,4,4,2,4,3,4,4,3,3,3,4,3,3,4,1,1,4,3,2,2,2,4,5,1,8,3,2
253,1,1,1,1,1,1,1,1,4,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,2,2,1,1,5,2,1,2,5,1,1,1,1,1,1,3,3,4,1,1,4,1,2,2,1,4,4,2,3,1,23
254,4,3,5,5,3,2,3,4,4,5,5,4,4,4,4,3,4,4,1,4,3,5,4,4,2,5,1,5,1,5,5,5,1,5,5,4,4,4,4,2,2,5,1,2,5,3,1,6,2,4,1,2,9,2,1
255,4,4,1,4,1,1,1,1,5,5,5,3,2,2,4,4,3,4,3,4,1,5,4,4,3,4,3,3,2,5,5,5,3,5,2,4,4,4,4,3,3,5,1,1,5,5,2,3,3,3,2,2,10,3,1
259,3,3,1,4,2,3,1,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,1,4,2,5,4,5,1,5,5,2,2,4,4,2,2,4,2,1,5,3,2,5,5,4,1,2,8,3,2
261,5,3,3,4,4,1,1,1,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,2,4,1,1,5,5,3,5,5,4,1,5,5,3,3,3,3,5,1,1,5,4,5,6,5,3,2,1,8,3,2
262,3,2,1,1,1,1,2,1,4,4,5,2,3,3,4,4,4,4,4,4,4,4,5,4,3,3,3,3,5,5,5,1,3,3,3,3,2,4,3,3,3,4,2,2,4,3,3,2,4,4,6,1,8,2,5
263,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,2,1,1,2,2,1,1,3,5,4,1,5,4,3,1,5,2,1,1,1,1,1,3,2,3,3,3,3,2,2,2,3,1,8,1,1,3,1
265,1,1,1,1,1,1,1,1,4,3,3,4,4,4,3,3,2,3,2,3,3,4,3,4,3,4,3,3,5,5,4,2,5,2,2,3,3,3,3,3,3,4,2,2,4,2,2,6,2,1,7,2,11,3,18
267,2,2,1,1,1,1,1,1,2,4,3,2,2,2,4,4,4,3,2,3,3,5,4,4,3,5,4,2,4,4,3,4,3,4,4,2,1,4,2,2,1,4,1,1,5,5,1,3,2,4,2,2,11,1,7
270,1,1,1,1,1,1,1,1,3,2,2,4,1,1,3,2,3,3,4,2,2,4,3,2,2,2,2,1,4,2,1,1,5,2,1,1,1,2,2,3,3,4,3,3,4,4,3,5,3,4,6,1,10,3,1
273,1,3,1,1,1,1,1,1,4,4,5,5,2,3,5,5,5,3,4,4,4,5,5,4,1,5,1,2,5,5,3,5,5,3,1,4,3,3,2,3,3,4,2,3,5,4,2,4,3,4,8,2,8,2,2
274,1,1,1,1,1,1,NA,1,5,5,5,5,1,1,3,3,3,3,3,3,3,4,3,4,3,5,1,1,5,5,4,1,1,1,1,1,1,1,1,3,2,5,4,4,1,4,4,6,2,4,4,2,1,2,9
278,3,3,2,2,1,1,1,1,4,3,3,3,3,3,4,4,4,5,2,2,2,4,3,4,2,4,1,4,5,5,2,4,5,3,1,3,3,3,3,3,3,4,2,2,4,4,5,2,5,4,5,2,8,2,1
279,2,2,1,1,1,1,1,1,3,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,4,2,2,4,4,4,4,4,3,3,2,2,3,3,2,2,4,3,3,4,3,2,6,2,4,5,2,10,1,1
285,1,2,1,1,1,1,1,1,4,4,3,3,3,2,4,4,4,3,2,2,2,5,4,4,1,4,1,1,5,4,2,3,5,3,1,1,1,1,1,2,2,4,2,2,4,3,3,2,3,4,4,2,1,2,3
286,2,4,3,1,1,1,1,1,5,4,4,3,2,3,3,4,5,3,3,3,3,4,3,3,3,5,1,4,4,4,3,2,5,3,4,3,3,4,4,2,2,4,4,3,5,4,4,6,3,4,5,2,1,3,2
292,2,1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,4,4,3,3,3,4,3,4,4,4,2,3,4,5,4,5,4,4,3,2,2,3,4,2,2,3,3,2,4,3,3,6,2,4,5,2,10,1,1
296,5,4,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5,5,5,5,5,5,5,5,5,3,1,1,1,1,5,3,3,1,1,1,1,4,1,6,1,4,5,2,2,1,1
303,1,2,1,1,1,1,1,1,3,4,3,2,2,3,4,3,5,4,2,3,3,4,2,5,3,5,3,5,5,5,4,3,5,2,1,3,3,3,3,3,3,4,3,2,3,1,4,6,3,4,5,1,5,1,2
304,5,5,3,2,1,1,1,1,4,4,5,5,5,4,4,5,5,5,3,3,4,5,4,4,1,2,1,1,5,3,3,4,5,1,1,4,3,5,5,3,2,4,2,2,4,4,4,6,5,4,1,2,2,2,1
306,3,1,1,1,1,1,1,1,4,4,3,3,2,2,4,3,4,3,3,2,3,5,5,5,2,5,1,1,5,5,3,3,2,2,1,4,4,4,5,3,3,2,5,5,2,2,2,6,6,4,5,1,1,2,2
307,3,1,1,2,1,1,1,1,5,5,5,5,5,5,4,3,3,3,3,3,3,4,4,4,1,3,1,1,2,5,2,4,3,3,2,4,4,4,4,3,3,4,2,2,4,3,4,6,3,3,3,1,9,2,1
309,2,2,1,2,1,1,1,1,4,4,3,3,3,3,3,4,5,3,1,3,1,3,3,5,1,5,2,3,5,5,2,1,5,1,1,2,1,1,3,3,3,5,1,1,5,1,1,6,2,4,7,1,8,2,1
310,3,3,4,3,2,2,2,1,5,5,5,4,4,4,5,4,5,5,4,4,4,5,5,4,3,4,2,2,4,4,4,4,5,2,2,4,4,4,4,3,3,4,2,3,4,2,2,1,3,4,6,1,10,2,1
312,1,1,1,1,1,1,1,1,5,3,3,2,2,3,5,3,3,4,2,2,4,4,4,5,1,3,1,1,5,4,1,1,4,1,1,3,2,2,3,3,3,4,2,2,4,4,2,4,2,4,2,2,9,3,2
317,1,3,1,1,1,1,1,1,4,4,3,3,3,3,5,5,5,4,3,3,3,5,5,5,1,5,1,1,4,5,3,5,3,5,4,3,3,3,5,2,2,5,4,4,5,6,5,3,5,4,2,2,10,2,2
318,1,2,1,1,1,1,1,1,4,5,5,4,3,3,5,4,3,5,4,3,4,5,5,5,2,3,2,4,3,4,5,5,2,5,4,2,2,4,3,3,3,5,2,2,5,5,3,1,4,3,2,2,11,1,1
319,2,1,1,1,1,1,1,1,3,3,2,2,1,1,3,3,2,1,1,1,1,4,3,4,5,4,2,1,4,3,2,3,3,5,1,1,1,1,1,3,2,4,2,4,5,4,4,2,2,4,7,2,8,2,5
322,5,2,2,1,1,1,1,1,3,4,3,2,2,3,3,2,2,4,3,3,3,4,3,4,2,5,1,1,5,5,3,3,3,4,1,3,2,3,4,3,3,5,1,1,5,5,3,2,5,3,4,2,10,3,2
327,3,2,2,2,1,1,2,1,4,4,4,3,3,3,2,2,4,4,2,2,3,4,3,4,2,4,1,2,5,5,5,3,4,4,1,3,3,4,3,3,3,2,4,3,2,5,4,6,4,4,5,1,8,1,1
329,5,3,1,4,1,1,4,1,5,5,5,5,5,5,5,5,4,4,2,3,4,4,5,5,1,3,1,5,2,5,3,4,3,4,3,4,3,4,4,3,1,4,2,1,4,1,1,1,3,3,5,1,2,1,2
333,5,5,5,5,1,1,2,1,5,5,5,5,5,5,4,5,5,4,3,4,5,5,4,4,2,4,1,3,5,5,4,3,3,3,1,1,1,5,5,3,3,5,1,1,5,4,4,5,5,3,2,2,2,2,3
334,3,2,2,2,1,1,1,1,4,4,4,3,3,4,4,4,4,4,3,4,3,5,4,4,1,3,1,1,5,2,1,2,5,3,1,4,3,4,4,2,2,4,3,2,4,3,3,6,3,4,4,1,10,2,1
341,1,1,1,1,1,1,1,1,4,4,4,3,3,3,5,5,5,4,3,3,3,5,5,5,1,4,4,1,5,5,2,5,2,3,2,1,1,3,3,3,3,3,3,3,3,5,5,6,3,4,4,2,2,2,1
343,3,2,2,1,1,1,1,1,3,4,3,3,3,3,4,3,3,4,3,3,4,4,3,3,1,2,1,1,5,3,2,2,5,3,1,3,3,3,3,3,3,4,3,2,4,3,3,2,4,4,4,1,1,2,1
346,1,1,1,1,1,1,1,1,4,4,3,2,4,4,3,4,5,3,3,3,4,4,4,3,1,4,1,1,5,5,1,4,5,4,3,2,2,3,3,1,1,4,4,3,5,3,5,3,2,4,4,2,9,2,1
348,1,3,1,5,1,1,1,1,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,1,4,4,5,5,5,3,2,4,1,1,3,1,3,3,5,1,1,5,5,3,6,4,4,3,1,11,2,1
351,4,4,3,3,2,1,2,1,4,3,4,4,3,3,4,4,3,4,3,4,5,3,3,5,2,4,3,3,5,5,3,5,4,3,3,4,3,4,4,3,3,5,1,1,5,3,3,3,5,3,3,1,1,2,2
352,5,4,3,5,3,1,4,4,4,4,4,5,5,4,3,4,4,4,2,2,2,4,4,4,3,4,1,3,5,5,4,4,5,3,2,3,3,4,4,3,3,4,4,3,4,4,3,5,5,3,4,1,9,1,1
353,5,4,5,4,2,3,4,3,4,3,2,2,4,5,1,2,2,5,2,3,2,5,3,5,5,3,1,3,5,5,3,5,5,2,1,3,2,4,5,3,3,5,1,1,4,5,2,6,3,4,5,1,9,2,1
354,3,3,2,4,1,1,2,1,4,4,4,3,3,3,2,2,3,3,2,2,2,4,3,4,2,2,2,2,5,4,3,4,4,2,1,3,3,4,4,3,3,5,1,2,5,2,3,4,4,2,2,1,9,3,1
355,1,4,1,1,1,1,2,1,2,1,1,5,5,5,5,5,4,3,3,4,4,4,2,1,1,5,1,5,5,5,5,5,5,1,1,3,3,3,3,3,3,5,3,3,5,4,3,6,1,4,5,1,9,2,2
358,2,1,1,2,1,1,1,1,4,3,4,4,3,2,4,4,4,4,2,4,2,5,4,5,1,4,2,3,4,3,4,4,3,4,1,4,4,4,3,3,3,5,2,4,5,1,5,6,3,4,3,1,10,1,1
359,2,4,1,1,1,1,1,1,4,3,4,2,4,3,4,3,4,4,1,2,3,4,4,4,3,5,2,3,2,5,3,5,2,4,4,3,3,4,4,3,3,3,4,4,2,5,3,6,4,1,8,1,9,3,1
360,5,5,1,5,1,1,1,1,5,5,4,4,4,4,3,3,4,4,4,4,4,5,5,5,2,4,1,3,1,5,5,5,2,5,5,1,3,4,4,1,1,3,3,3,4,3,3,3,5,4,1,1,10,3,1
363,4,3,1,3,1,1,3,1,3,2,3,4,3,4,3,2,4,2,2,4,2,4,3,4,4,5,1,1,5,4,3,1,5,1,1,2,2,3,3,3,3,3,3,3,3,5,3,1,4,4,4,1,9,2,2
372,2,1,1,1,1,1,1,1,4,3,3,3,3,3,4,4,4,2,1,3,2,4,4,3,1,1,1,1,4,1,1,1,3,1,1,3,2,3,3,2,2,4,3,2,4,2,3,6,4,4,5,1,1,3,1
373,3,4,3,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,5,5,4,4,3,3,3,4,4,4,4,3,3,5,2,2,5,3,4,3,4,3,3,1,10,2,5
375,1,1,1,1,1,1,1,1,5,2,2,1,1,1,2,2,2,3,1,1,5,4,2,2,4,4,1,1,3,5,5,3,4,4,2,3,3,3,3,3,2,4,1,1,4,3,3,6,3,4,6,1,10,3,4
376,3,2,1,2,3,2,2,3,5,4,1,2,1,1,5,4,2,5,4,4,5,5,4,5,3,2,1,1,1,5,4,4,1,5,4,3,3,4,3,1,1,4,1,1,4,4,3,6,4,3,2,1,8,3,3
377,3,3,2,4,2,1,1,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,2,3,5,4,3,5,5,4,1,3,3,4,4,3,3,4,2,2,4,2,2,3,3,3,4,1,1,2,2
379,1,4,2,4,1,1,1,1,5,4,5,5,5,3,4,4,5,5,4,4,4,5,4,4,2,4,1,1,5,4,5,4,4,4,2,3,3,3,3,3,3,4,2,2,4,5,2,3,3,3,4,1,9,3,1
380,5,1,2,3,1,1,1,1,4,4,4,3,4,4,4,4,5,5,5,4,5,5,4,5,2,4,1,1,4,5,2,3,5,2,1,3,3,3,4,3,3,4,4,4,2,2,5,6,4,4,3,2,1,3,1
385,3,2,1,3,2,1,2,1,4,4,4,3,3,3,4,4,4,4,4,3,3,4,5,5,3,5,1,2,4,4,5,4,5,2,1,3,3,3,3,3,2,4,4,2,4,4,5,6,4,3,3,1,11,1,1
389,3,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,4,2,4,3,4,3,1,5,5,2,1,5,1,1,1,1,3,1,3,3,5,1,1,5,3,2,6,1,4,5,1,11,3,2
392,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,4,5,1,1,1,1,3,1,1,5,5,2,4,4,3,2,4,7,2,11,3,2
395,2,3,3,3,1,1,1,1,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2,4,1,2,3,4,4,3,4,4,4,3,3,3,3,3,2,4,4,2,4,4,2,6,4,2,3,2,10,2,2
402,4,1,1,3,1,1,1,1,4,3,4,3,3,3,4,4,5,4,4,4,4,4,4,4,2,4,1,3,5,3,2,4,5,3,1,3,3,4,4,3,2,5,1,2,5,1,3,1,1,4,5,2,1,2,2
403,4,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,1,1,5,5,4,2,5,3,3,5,4,4,5,3,3,5,1,1,5,2,5,6,5,4,1,1,9,2,1
404,3,4,1,3,1,1,2,1,3,4,4,3,3,3,5,5,5,4,2,2,2,5,4,3,1,5,1,3,5,5,2,5,4,5,1,5,4,5,5,3,3,4,2,2,4,5,3,2,5,4,3,2,11,3,2
406,5,3,4,4,3,1,2,3,5,5,5,5,5,5,4,4,4,2,4,4,3,5,4,5,2,5,1,5,1,5,5,5,1,5,5,3,3,5,5,3,3,4,2,2,4,3,1,6,5,3,2,1,11,2,4
408,2,1,3,1,1,1,1,1,5,4,3,2,2,2,4,3,3,4,4,4,4,3,2,3,1,3,4,1,5,3,2,3,4,2,2,2,2,2,2,3,2,4,2,2,4,2,2,1,3,4,5,2,8,2,1
409,4,3,2,4,1,1,3,2,4,2,2,1,1,1,2,2,4,3,2,2,2,3,2,3,5,4,2,1,5,5,2,2,4,3,1,3,2,3,4,2,2,4,2,2,4,6,2,3,4,4,4,1,1,1,2
413,1,3,1,3,1,1,1,1,3,4,4,3,3,2,4,4,4,4,4,4,3,4,3,3,1,5,1,1,4,5,2,3,4,4,2,3,2,3,2,3,3,4,2,2,4,4,3,6,2,3,2,2,9,2,2
415,3,2,2,1,1,1,1,1,4,4,3,2,2,2,4,3,4,4,3,2,3,4,3,3,2,3,1,2,5,3,3,3,5,2,1,3,3,3,3,2,1,4,2,2,4,3,2,6,3,4,5,2,1,1,1
425,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,2,4,2,2,4,3,3,5,2,4,2,1,5,4,1,1,5,1,1,3,1,3,3,3,3,5,1,1,5,4,3,6,3,4,5,1,10,3,1
427,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,3,4,5,5,5,5,4,5,3,5,4,5,4,5,2,5,5,5,5,5,5,3,3,5,1,1,5,3,5,6,5,4,1,1,8,2,1
429,1,2,1,3,1,1,2,1,4,4,4,4,2,2,4,4,4,4,5,4,5,4,4,4,1,4,1,2,5,2,2,4,5,1,1,3,1,1,1,3,2,4,2,2,4,4,3,3,3,4,3,1,10,1,2
432,3,2,1,2,1,1,1,1,4,5,5,4,4,4,4,4,4,5,5,5,5,4,3,3,2,3,1,2,3,3,3,3,5,3,3,3,3,3,4,3,2,4,3,3,4,3,3,3,4,4,4,1,8,1,1
433,4,4,2,2,1,1,1,1,2,2,1,2,2,3,3,3,3,3,2,2,3,3,2,3,3,4,4,3,5,4,3,4,4,2,1,4,3,4,4,3,3,4,2,2,4,4,4,3,4,4,7,1,9,3,1
434,5,3,3,2,1,1,1,1,3,3,3,3,2,3,2,2,2,4,2,3,3,3,3,3,5,5,1,2,5,5,2,4,4,4,1,2,2,3,3,3,3,5,1,2,4,5,5,6,3,3,3,1,1,3,1
435,2,2,2,4,4,4,3,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,2,3,3,3,3,3,4,3,3,3,5,4,4,4,3,2,1,10,3,1
436,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,3,4,2,2,2,2,3,2,2,4,3,4,1,5,3,3,2,5,2,1,1,1,2,2,3,3,4,2,2,4,5,5,6,3,1,8,2,1,3,1
437,5,5,3,5,5,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,1,5,5,5,2,5,5,5,5,5,5,3,3,5,1,1,5,1,5,5,5,4,2,2,11,2,2
440,5,4,2,4,1,1,1,1,4,4,4,4,3,3,4,4,4,5,4,4,5,5,4,4,2,3,3,3,4,4,2,2,4,4,2,2,1,5,5,3,3,4,1,1,5,2,3,6,5,3,3,2,8,3,1
444,3,1,2,1,1,1,1,1,3,4,3,2,2,1,3,3,3,4,3,3,4,3,1,2,2,2,1,1,5,3,2,1,5,1,1,2,2,4,4,3,2,4,1,1,4,1,2,1,3,4,5,1,10,3,2
446,2,2,1,2,1,1,1,1,4,3,3,3,3,3,4,4,3,2,2,2,2,4,3,3,2,2,1,1,5,3,3,2,5,2,1,3,2,3,2,3,3,4,3,2,4,4,2,3,2,4,8,1,1,3,2
450,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,4,4,2,4,2,1,1,3,2,3,1,5,3,3,1,2,2,2,1,2,1,1,3,3,4,2,2,4,5,2,3,3,4,7,2,1,3,1
453,4,2,3,4,1,1,1,1,4,5,5,3,1,2,4,4,4,5,4,5,4,5,4,4,2,5,1,3,3,5,5,5,3,5,3,4,2,3,3,3,3,4,2,3,4,3,3,4,3,4,3,2,10,3,2
456,5,1,1,4,1,1,1,1,5,4,3,3,3,5,4,4,4,4,4,4,4,4,3,5,4,5,1,1,1,5,3,5,2,5,2,5,5,5,5,3,3,5,1,1,5,5,5,6,5,3,1,1,9,3,7
457,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,3,3,1,1,1,1,4,2,1,5,4,5,1,5,3,5,2,5,1,2,2,1,2,1,3,3,4,2,3,4,2,2,2,3,1,8,2,1,3,2
458,1,3,1,1,1,1,1,1,3,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,3,4,2,1,5,4,1,3,5,1,1,3,3,3,3,3,3,4,3,2,4,5,3,6,4,4,5,2,1,3,2
461,1,1,1,1,1,1,1,1,4,4,4,3,2,1,4,4,4,4,4,4,4,4,4,3,1,4,1,2,5,5,1,1,5,1,1,4,2,2,3,3,3,4,2,1,5,4,2,6,1,1,6,2,1,3,2
462,4,1,1,4,1,1,1,1,5,5,5,5,4,4,3,3,2,4,3,4,3,5,3,4,3,5,1,3,2,5,5,4,2,4,4,3,1,4,4,3,3,4,2,1,4,2,2,4,4,4,2,1,8,2,2
463,1,1,1,1,1,1,1,1,5,5,4,3,3,3,4,4,4,3,1,1,1,4,4,4,2,4,2,1,5,5,4,2,5,1,1,3,3,3,3,3,3,4,4,4,4,3,3,2,4,4,5,2,1,3,1
466,5,2,2,1,1,1,2,1,5,4,4,5,4,3,4,4,4,4,4,3,4,5,4,5,2,5,1,1,5,4,3,2,5,3,1,3,3,4,4,3,3,3,2,2,2,3,3,3,3,4,3,2,1,2,2
467,3,3,1,4,2,1,1,1,5,4,5,3,3,4,4,4,2,2,1,2,4,5,5,5,2,5,1,5,4,5,5,5,2,3,4,2,1,3,3,3,3,4,2,2,4,3,3,1,4,3,2,2,9,3,1
478,4,5,2,1,1,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,3,5,2,1,4,3,4,4,3,3,5,1,1,5,4,1,1,5,1,7,2,1,2,1
479,4,2,1,4,2,2,3,3,5,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,3,5,3,4,3,4,4,4,4,3,3,4,2,2,4,3,3,4,4,3,2,2,1,1,3
480,5,3,2,5,3,1,3,2,4,4,4,3,4,5,2,1,4,4,2,4,4,5,5,5,4,5,2,4,2,4,4,5,1,5,5,3,2,4,4,3,3,4,1,4,4,3,2,4,4,3,2,1,8,3,3
481,2,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,4,2,3,2,5,5,5,1,5,1,1,4,3,3,2,5,2,1,3,3,3,3,3,2,5,3,2,5,1,1,6,2,3,5,1,10,2,1
482,4,5,3,2,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,2,5,1,1,5,5,5,5,5,2,3,4,4,4,4,3,1,5,2,2,5,4,2,4,2,4,1,1,1,2,1
483,3,2,1,1,1,1,1,1,5,5,5,4,4,4,5,5,5,4,4,4,4,4,3,4,1,4,2,3,5,4,4,2,5,2,3,4,4,4,4,3,3,4,2,2,4,4,3,6,4,4,4,1,9,2,1
489,3,3,3,3,1,1,2,1,3,4,4,3,3,3,4,4,4,4,5,4,4,4,3,3,3,4,1,2,4,4,4,4,5,2,2,3,3,4,3,3,3,4,2,2,4,2,4,6,4,4,5,2,1,1,1
